term,sub_grade,grade,emp_length,issue_y,revol_util_n,int_rate_n,installment_n,tot_hi_cred_lim_n,dti_n,avg_cur_bal_n,all_util_n,acc_open_past_24mths_n,annual_inc_n,loan_amnt_n,loan_status
60 months,B4,B,3 years,16,91.4,10.75,540.45,226786,19.32,22002,87,0,62475,25000,Charged Off
36 months,A4,A,4 years,16,32.3,7.39,248.45,194100,5.01,16905,32,4,45000,8000,Fully Paid
60 months,C3,C,5 years,16,25.6,13.99,418.74,361115,11.06,43126,26,5,105000,18000,Charged Off
36 months,A4,A,2 years,16,10.3,7.49,55.99,151752,8.84,12150,27,3,41000,1800,Fully Paid
36 months,C2,C,10+ years,16,60.6,13.49,339.31,46413,28.97,2905,63,1,45000,10000,Fully Paid
60 months,D2,D,10+ years,16,59.1,17.27,575.58,210668,26,15356,65,3,50000,23025,Charged Off
36 months,B5,B,,16,57.6,11.47,323.85,30100,26.21,2168,58,2,23400,9825,Charged Off
36 months,C2,C,9 years,16,52.7,12.99,269.52,258301,31.61,13483,51,5,63000,8000,Fully Paid
36 months,A2,A,10+ years,16,46.7,6.49,459.67,34134,10.13,1572,46,5,48000,15000,Fully Paid
36 months,C5,C,3 years,16,54.1,15.31,167.13,50104,16.3,5656,79,5,60000,4800,Fully Paid
36 months,A5,A,< 1 year,16,50.9,8.59,784.7,99653,27.88,4127,58,4,65000,24825,Fully Paid
36 months,B5,B,3 years,16,60.2,11.49,237.4,32811,8.4,3919,84,5,32000,7200,Fully Paid
36 months,A1,A,2 years,16,16.8,5.32,210.81,581400,9.25,13227,17,6,131000,7000,Fully Paid
36 months,B2,B,2 years,16,67,10.49,389.98,46603,17.83,6910,67,4,55000,12000,Fully Paid
36 months,B1,B,7 years,16,50.2,8.39,548.39,363026,32.88,19302,47,5,60000,17400,Fully Paid
36 months,C1,C,2 years,16,46.1,11.99,199.26,23919,17.82,1334,56,5,40000,6000,Charged Off
36 months,C1,C,5 years,16,24.5,11.99,332.1,28400,6.77,497,25,8,25000,10000,Fully Paid
36 months,B3,B,5 years,16,14.2,9.75,225.05,77143,24.25,1307,32,11,32000,7000,Fully Paid
36 months,B5,B,10+ years,16,76.6,11.49,184.64,15500,13.98,2058,80,1,40000,5600,Charged Off
36 months,B1,B,2 years,16,34.5,8.39,567.3,329220,15,15994,52,10,190000,18000,Fully Paid
36 months,B5,B,2 years,16,66.8,11.49,606.68,112900,16.75,11060,67,1,40000,18400,Fully Paid
60 months,D1,D,10+ years,16,13.3,16.99,596.34,244596,5.88,14842,38,10,110000,24000,Fully Paid
36 months,C2,C,2 years,16,44,13.49,162.87,4800,2.91,352,44,3,55000,4800,Charged Off
36 months,B3,B,< 1 year,16,42.2,9.8,193.05,102583,26.19,5489,86,6,65000,6000,Fully Paid
36 months,D3,D,8 years,16,88.5,18.25,1269.73,98815,22.22,9362,84,4,177000,35000,Fully Paid
36 months,C1,C,10+ years,16,62.6,11.99,1062.71,144234,27.9,7476,58,8,70000,32000,Fully Paid
36 months,A3,A,8 years,16,24.6,6.97,691.34,195974,30.08,9480,77,1,72000,22400,Fully Paid
36 months,B2,B,,16,29,9.17,31.88,41950,36.08,949,29,7,15000,1000,Charged Off
36 months,D1,D,6 years,16,44,16.99,399.26,49800,27.7,1042,44,12,45000,11200,Charged Off
36 months,D2,D,2 years,16,91,17.99,1084.43,238213,21.82,14274,91,5,110000,30000,Fully Paid
60 months,D2,D,3 years,16,84,17.99,253.88,78391,28.8,5306,84,5,40000,10000,Fully Paid
36 months,B3,B,7 years,16,13.5,10.49,194.99,266771,12.05,7425,32,10,82000,6000,Fully Paid
36 months,C2,C,10+ years,16,60.5,12.88,84.1,223215,8.36,21648,71,11,53000,2500,Fully Paid
36 months,B5,B,< 1 year,16,47.9,11.47,393.07,84562,27,11321,80,2,42000,11925,Fully Paid
36 months,B4,B,< 1 year,16,36.5,10.99,130.94,241766,25.72,10197,96,9,49600,4000,Fully Paid
36 months,B5,B,< 1 year,16,30.8,11.49,362.69,316040,16.34,19053,54,8,50000,11000,Fully Paid
60 months,E5,E,3 years,16,38.6,25.29,413.31,231772,25.11,10965,57,18,62000,14000,Charged Off
60 months,D4,D,1 year,16,66,19.99,391.37,182918,30.68,17179,80,1,50500,14775,Fully Paid
60 months,D4,D,3 years,16,73.6,18.99,389.03,239294,24.44,31154,74,4,50000,15000,Charged Off
36 months,B5,B,9 years,16,56.6,11.47,197.78,79747,27.39,5301,73,5,68000,6000,Fully Paid
60 months,D4,D,1 year,16,63.6,18.99,466.84,195752,31.02,13466,78,9,72000,18000,Charged Off
36 months,B4,B,2 years,16,77.7,11.44,658.95,37200,14.72,4466,72,2,65000,20000,Charged Off
36 months,C4,C,6 years,16,22.1,14.99,1213.12,568425,18.39,20586,49,18,190000,35000,Fully Paid
36 months,C4,C,10+ years,16,96.4,14.46,385.3,32545,17.34,3415,73,5,62000,11200,Fully Paid
36 months,B3,B,5 years,16,79,9.75,643,194450,32.95,8220,79,6,120000,20000,Fully Paid
60 months,B1,B,10+ years,16,60.6,8.39,562.75,207013,14.05,16573,61,2,55000,27500,Fully Paid
36 months,C3,C,10+ years,16,34.7,13.67,544.29,162491,21.15,10432,55,5,78000,16000,Charged Off
36 months,A1,A,10+ years,16,74.3,5.32,510.45,698902,14.4,57353,65,0,206000,16950,Fully Paid
60 months,G3,G,1 year,16,86.7,28.34,962.18,156575,35.07,10859,83,8,104000,30700,Charged Off
36 months,B2,B,10+ years,16,41.8,9.49,480.43,58417,16.4,1100,30,1,60000,15000,Fully Paid
36 months,B4,B,8 years,16,32.7,10.99,419,246950,8.21,13325,42,11,77760.96,12800,Fully Paid
60 months,C4,C,10+ years,16,49.3,14.49,588.08,60694,26.04,2425,52,2,56000,25000,Charged Off
36 months,C3,C,5 years,16,73.9,13.99,341.73,396063,33.65,23992,77,4,95400,10000,Charged Off
36 months,C5,C,,16,80.4,15.31,287.25,158778,32.29,7249,84,5,42000,8250,Fully Paid
36 months,B1,B,10+ years,16,40.6,8.39,252.14,451347,13.32,27723,64,8,110000,8000,Fully Paid
60 months,C5,C,7 years,16,79.1,15.31,335.35,124640,21.1,5544,111,2,70000,14000,Charged Off
60 months,F1,F,9 years,16,83.7,23.13,678.37,166114,39.18,13465,80,7,59000,24000,Fully Paid
60 months,C4,C,,16,89.8,14.99,570.84,24035,14.75,3617,90,2,55000,24000,Charged Off
36 months,C2,C,3 years,16,80.2,13.49,848.27,657401,19.84,34613,80,4,150000,25000,Fully Paid
36 months,B2,B,10+ years,16,44.8,9.16,286.87,60769,17.81,5376,62,3,56000,9000,Late (31-120 days)
60 months,C2,C,10+ years,16,73,13.49,460.1,187865,24.57,15635,73,6,67000,20000,Charged Off
36 months,A4,A,10+ years,16,63.1,7.39,434.79,146100,17.85,20566,63,1,32000,14000,Fully Paid
60 months,C4,C,10+ years,16,65,14.46,587.69,208617,26.39,11999,65,10,88000,25000,Charged Off
36 months,C3,C,4 years,16,45,13.99,683.46,261118,15.69,11712,66,12,70000,20000,Fully Paid
60 months,B1,B,9 years,16,42.5,8.49,393.83,79645,24.77,2397,42,1,50000,19200,Fully Paid
36 months,A1,A,10+ years,16,17.4,5.32,451.73,492973,24.3,15436,25,4,120000,15000,Fully Paid
36 months,C5,C,2 years,16,48.9,14.85,830.21,289189,23.9,5206,52,9,110000,24000,Fully Paid
36 months,B4,B,3 years,16,50.6,10.99,98.21,74949,17.31,5269,106,1,50000,3000,Fully Paid
36 months,B3,B,2 years,16,36.7,9.8,772.17,233851,15.63,13188,76,11,86000,24000,Fully Paid
36 months,B4,B,2 years,16,66.6,10.75,442.01,163583,19.22,15052,65,3,79000,13550,Fully Paid
36 months,B1,B,7 years,16,29.5,8.99,286.16,83495,13.41,2722,59,6,105000,9000,Charged Off
60 months,D1,D,1 year,16,63.5,16.29,293.67,12400,9.77,1124,64,3,36000,12000,Charged Off
36 months,B2,B,9 years,16,83.1,9.17,624.83,77166,11.36,6752,123,2,53000,19600,Fully Paid
36 months,A2,A,10+ years,16,57.9,6.99,138.93,23276,9,1780,61,3,50000,4500,Fully Paid
36 months,B3,B,7 years,16,68.7,9.75,403.49,184752,26.45,22175,65,3,53000,12550,Fully Paid
36 months,C1,C,,16,54.2,12.79,188.13,13200,12.69,894,54,9,21000,5600,Charged Off
36 months,B5,B,< 1 year,16,74.3,11.47,296.66,26400,14.7,1891,72,4,52000,9000,Charged Off
36 months,C4,C,10+ years,16,11.2,14.46,172.01,83861,15.36,9349,68,4,75000,5000,Fully Paid
36 months,B5,B,3 years,16,68.3,11.47,395.55,145954,24.7,6567,59,3,123000,12000,Fully Paid
36 months,C4,C,,16,70.4,14.49,648.75,123008,25.16,8393,44,2,41022.48,18850,Fully Paid
36 months,B3,B,10+ years,16,78.5,9.75,578.7,121446,20.26,8049,73,4,140000,18000,Fully Paid
36 months,C1,C,7 years,16,51.6,12.79,302.34,125192,34.21,4696,34,4,65000,9000,Charged Off
36 months,B1,B,10+ years,16,50.1,8.24,157.24,128803,10.03,16994,69,4,45000,5000,Fully Paid
36 months,A1,A,4 years,16,40.5,5.32,527.01,417092,11.34,19438,43,7,175000,17500,Fully Paid
36 months,B5,B,10+ years,16,35.2,11.47,412.03,188746,14,7777,55,6,84000,12500,Fully Paid
36 months,B5,B,10+ years,16,82.5,11.48,1153.83,388285,9.94,21532,76,3,300000,35000,Fully Paid
36 months,B1,B,3 years,16,22.8,8.24,628.95,937343,16.15,52403,87,9,350000,20000,Fully Paid
36 months,A1,A,9 years,16,11.5,5.32,262,661063,14.59,42998,55,5,150000,8700,Fully Paid
36 months,A1,A,,16,28.4,5.32,150.58,256757,12.42,19109,43,4,60000,5000,Charged Off
60 months,C2,C,< 1 year,16,41,12.99,318.48,128848,23.97,3997,54,12,93000,14000,Fully Paid
36 months,A2,A,< 1 year,16,39.2,6.99,154.37,125462,21.76,7548,84,1,68000,5000,Fully Paid
36 months,B1,B,4 years,16,54,8.24,1132.1,217293,16.18,11037,52,3,142000,36000,Fully Paid
60 months,D2,D,9 years,16,70.5,17.27,734.95,306437,28.98,9055,58,2,74000,29400,Fully Paid
36 months,C3,C,< 1 year,16,37,13.99,226.4,17440,2.44,1292,37,3,68500,6625,Fully Paid
60 months,C2,C,9 years,16,91.5,13.49,276.06,134935,30.2,8038,74,0,65000,12000,Late (31-120 days)
36 months,A4,A,,16,52.7,7.39,307.46,29300,15.59,1104,53,2,41713,9900,Fully Paid
36 months,B1,B,10+ years,16,76,8.49,410.32,17200,12,2131,74,2,41000,13000,Fully Paid
36 months,A1,A,10+ years,16,10.3,5.32,225.87,179875,18.51,9536,29,2,80000,7500,Fully Paid
36 months,B4,B,2 years,16,64.4,10.75,489.31,38300,31.01,1761,64,1,30000,15000,Fully Paid
36 months,D2,D,2 years,16,96.7,17.27,214.73,12049,6.39,3404,85,4,46000,6000,Fully Paid
60 months,C2,C,6 years,16,27.5,12.99,272.98,52300,13.85,757,28,5,35000,12000,Fully Paid
36 months,C3,C,3 years,16,75.4,13.67,245.78,225360,16.02,34380,78,5,85000,7225,Fully Paid
36 months,D5,D,9 years,16,48.6,19.99,586.18,63026,28.04,1140,49,7,39720,15775,Charged Off
36 months,C1,C,10+ years,16,21.6,12.79,167.97,291760,18.59,18847,22,14,80000,5000,Fully Paid
60 months,D4,D,3 years,16,50.5,19.99,423.82,58319,28.26,2006,59,9,60000,16000,Charged Off
36 months,B4,B,10+ years,16,59.2,10.99,474.65,56356,11.82,1929,48,1,94000,14500,Fully Paid
36 months,B3,B,3 years,16,44.1,9.8,643.47,169852,9.68,16003,56,3,52800,20000,Fully Paid
36 months,C1,C,10+ years,16,57.6,12.74,167.85,45276,22.8,5225,78,10,45000,5000,Fully Paid
36 months,C1,C,2 years,16,15.6,11.99,498.15,26900,3.02,1049,16,1,50000,15000,Fully Paid
36 months,B2,B,3 years,16,37.6,10.49,467.97,227269,21.95,9844,43,6,125000,14400,Fully Paid
36 months,E1,E,2 years,16,56,22.39,276.43,23435,11.6,1739,74,11,36000,7200,Charged Off
60 months,D2,D,8 years,16,62.5,17.27,339.98,51432,25.36,2860,67,11,68000,13600,Fully Paid
36 months,A3,A,10+ years,16,32.8,6.97,277.78,295103,14.62,35090,75,7,75000,9000,Fully Paid
36 months,A5,A,2 years,16,84.1,7.99,125.33,147130,22.49,14191,73,2,68000,4000,Fully Paid
36 months,C4,C,10+ years,16,64.6,14.99,571.9,314300,30.85,12384,84,14,95000,16500,Fully Paid
36 months,A1,A,6 years,16,26.6,5.32,481.84,380766,13.99,14153,41,7,125000,16000,Fully Paid
36 months,B2,B,6 years,16,55.8,9.16,1115.6,623606,9.14,23645,59,6,393000,35000,Fully Paid
60 months,D4,D,2 years,16,41.8,19.99,635.72,63908,10.52,2842,49,10,99500,24000,Charged Off
36 months,A4,A,9 years,16,70.4,7.49,1088.56,751656,15.61,72511,70,2,180000,35000,Fully Paid
36 months,C3,C,8 years,16,77.4,13.99,205.04,177431,10.81,12861,53,4,100000,6000,Fully Paid
36 months,C4,C,8 years,16,49.8,14.46,966.69,67058,9.97,3824,57,3,90000,28100,Charged Off
36 months,B4,B,10+ years,16,72,10.75,371.88,176673,20.36,11797,74,5,56000,11400,Fully Paid
36 months,A1,A,4 years,16,29.6,5.32,150.58,451017,11.08,54213,57,4,135000,5000,Fully Paid
60 months,C2,C,10+ years,16,13.4,12.99,341.22,51049,14.57,1044,37,13,46000,15000,Fully Paid
36 months,E1,E,< 1 year,16,78.2,19.99,767.33,538502,26.95,33577,75,6,120000,20650,Charged Off
36 months,A2,A,< 1 year,16,18.5,6.49,245.16,91832,8.02,3289,79,2,100000,8000,Fully Paid
36 months,A4,A,2 years,16,72.1,7.39,621.12,359377,6.26,33286,75,4,160000,20000,Late (31-120 days)
36 months,B5,B,7 years,16,67.8,11.48,560.44,175805,6.51,21615,68,3,45000,17000,Fully Paid
36 months,D2,D,3 years,16,46.8,17.27,128.84,228035,27.12,10161,111,2,65000,3600,Charged Off
60 months,B2,B,10+ years,16,68,9.16,422.98,629165,15.62,62982,58,0,77000,20300,Fully Paid
36 months,B4,B,10+ years,16,80.8,11.44,164.74,206700,11.23,36804,73,2,120000,5000,Fully Paid
36 months,A2,A,4 years,16,63.6,6.49,183.87,101553,13.13,17513,64,1,48000,6000,Fully Paid
60 months,C1,C,2 years,16,55.9,12.74,339.31,124512,15.14,6414,62,3,182000,15000,Charged Off
36 months,C3,C,10+ years,16,66,13.99,341.73,38874,12.51,2172,56,4,75000,10000,Fully Paid
36 months,C4,C,1 year,16,47.3,14.49,275.33,418534,31.66,19166,67,9,55000,8000,Fully Paid
36 months,D3,D,8 years,16,61.2,18.25,544.17,392797,17.17,31188,85,10,125000,15000,Charged Off
36 months,C2,C,< 1 year,16,41.8,12.88,403.64,121375,14.4,6825,52,4,50000,12000,Fully Paid
36 months,A1,A,6 years,16,69.9,5.32,602.3,174321,7.55,52080,70,0,58000,20000,Fully Paid
60 months,A5,A,< 1 year,16,21.7,8.59,257,194275,6.25,12481,22,1,63000,12500,Fully Paid
36 months,C1,C,4 years,16,44.6,12.79,251.95,43393,16.48,2842,66,7,72000,7500,Fully Paid
36 months,B5,B,10+ years,16,2.4,11.48,659.33,29300,1.34,43,2,6,70000,20000,Charged Off
36 months,D4,D,5 years,16,48.9,18.99,527.78,35700,26.35,3608,71,3,45000,14400,Charged Off
36 months,B4,B,10+ years,16,78,11.44,263.58,487158,15.62,25654,55,3,220000,8000,Fully Paid
36 months,B4,B,1 year,16,45.3,10.75,260.97,80547,26.83,5042,94,7,45000,8000,Fully Paid
60 months,A5,A,1 year,16,39.9,7.89,315.5,288451,16.32,19555,54,3,105000,15600,Fully Paid
36 months,C2,C,10+ years,16,76.5,12.88,235.46,298271,28.48,28991,73,3,88000,7000,Fully Paid
36 months,B3,B,3 years,16,94.8,9.75,462.96,255700,10.08,38432,83,2,60000,14400,Fully Paid
36 months,D1,D,10+ years,16,32,16.99,98.93,105312,23.61,2820,78,2,62000,2775,Fully Paid
36 months,B2,B,10+ years,16,35,9.16,191.25,176149,31.16,13806,80,5,52000,6000,Fully Paid
36 months,A5,A,10+ years,16,65,7.99,250.66,94203,23.07,5878,65,7,80000,8000,Fully Paid
36 months,A3,A,< 1 year,16,43,6.99,447.66,247091,12.48,21924,66,6,90000,14500,Fully Paid
60 months,F1,F,10+ years,16,64.2,25.69,580.27,181913,29.1,13019,74,5,76500,19500,Charged Off
36 months,B4,B,2 years,16,67.8,10.75,163.11,14012,11.94,788,51,4,33364.41,5000,Charged Off
36 months,A5,A,4 years,16,22.6,7.91,375.54,103825,33.5,4796,23,8,35000,12000,Fully Paid
36 months,B1,B,8 years,16,20.9,8.99,158.98,30607,14.94,847,30,5,65000,5000,Charged Off
36 months,B4,B,,16,55,10.75,489.31,37508,14.22,2921,70,3,70000,15000,Fully Paid
36 months,A2,A,7 years,16,43.5,6.49,337.09,223988,16.02,24643,62,6,75000,11000,Fully Paid
36 months,B3,B,3 years,16,48.2,9.75,225.05,51414,4.13,2295,45,1,140000,7000,Charged Off
60 months,F5,F,10+ years,16,93.9,27.79,992.3,93312,19.48,5955,96,9,104000,32000,Charged Off
36 months,E2,E,,16,35.4,22.35,736.74,35174,8.52,3446,69,6,74000,19200,Charged Off
36 months,B5,B,5 years,16,49.3,11.49,494.57,194036,26.54,10705,50,3,60000,15000,Charged Off
60 months,B2,B,4 years,16,58,9.16,550.08,222374,30.96,17870,56,7,73000,26400,Charged Off
36 months,B2,B,4 years,16,81,9.16,192.05,40900,12.17,4733,81,0,95000,6025,Fully Paid
36 months,B5,B,6 years,16,102.5,11.48,843.95,39237,15.36,8366,64,1,75000,25600,Fully Paid
60 months,C4,C,3 years,16,31.2,13.99,348.95,196563,16.99,13267,61,10,75000,15000,Fully Paid
36 months,C3,C,10+ years,16,93.6,13.99,1196.05,102800,9.72,8761,94,4,250000,35000,Fully Paid
60 months,C3,C,10+ years,16,98.9,13.99,521.1,487987,6.52,44893,86,4,250000,22400,Fully Paid
36 months,A4,A,10+ years,16,14.7,7.39,149.07,45470,17.12,3297,58,3,34000,4800,Fully Paid
60 months,D4,D,10+ years,16,80.9,18.99,311.23,165744,35.52,4817,94,7,32000,12000,Charged Off
36 months,A5,A,7 years,16,62.2,7.99,150.4,38309,24.72,2749,43,2,45000,4800,Charged Off
60 months,C2,C,10+ years,16,36.6,13.49,552.12,270195,9.44,20852,40,6,145000,24000,Charged Off
36 months,B1,B,< 1 year,16,26,8.39,252.14,151620,29.07,6117,26,4,36000,8000,Fully Paid
36 months,D1,D,2 years,16,80.7,15.77,273.34,26380,14.84,2856,76,7,60000,7800,Fully Paid
36 months,B5,B,4 years,16,41.6,11.49,131.89,101247,25.17,4937,63,6,45000,4000,Fully Paid
36 months,B3,B,1 year,16,69.9,11.39,197.55,30600,11.37,2484,57,8,90000,6000,Fully Paid
36 months,A1,A,10+ years,16,62.7,5.32,361.38,324663,25.82,23398,66,3,140000,12000,Fully Paid
36 months,C4,C,10+ years,16,45.9,14.49,1204.57,127471,19.18,5941,52,2,126000,35000,Fully Paid
36 months,C1,C,5 years,16,96.6,11.99,1162.34,30900,6.31,7461,97,0,235000,35000,Charged Off
36 months,B5,B,3 years,16,70,11.48,514.28,133268,33.44,5947,85,6,53000,15600,Fully Paid
36 months,C1,C,,16,55,11.99,269.83,52515,26.08,6032,55,3,21400,8125,Charged Off
60 months,C5,C,10+ years,16,46.5,15.99,510.57,541508,10.49,38933,53,9,145000,21000,Fully Paid
36 months,D2,D,10+ years,16,34.3,17.27,608.39,80405,24.69,1838,43,5,45000,17000,Charged Off
36 months,A4,A,10+ years,16,52.9,7.39,450.31,26100,5.42,1380,53,0,99000,14500,Fully Paid
36 months,B2,B,10+ years,16,78,9.49,554.09,372825,7.05,58083,78,2,180000,17300,Fully Paid
60 months,C4,C,10+ years,16,99.3,14.46,517.17,676097,19.5,71788,79,6,155000,22000,Fully Paid
60 months,C5,C,< 1 year,16,34,15.59,385.62,89731,23.41,2426,57,21,65000,16000,Charged Off
36 months,B3,B,3 years,16,45.4,10.49,406.23,296887,19.84,30948,55,6,51000,12500,Fully Paid
36 months,B2,B,< 1 year,16,58.1,9.16,274.12,74734,17.08,4196,79,3,31200,8600,Fully Paid
60 months,C5,C,1 year,16,70.2,15.31,431.16,151931,11.91,15249,74,2,53000,18000,Fully Paid
60 months,C2,C,10+ years,16,61.3,12.99,395.82,478624,14.14,41415,82,9,120000,17400,Fully Paid
36 months,B5,B,3 years,16,31,11.49,633.05,56271,18.17,3409,61,4,65000,19200,Charged Off
36 months,A2,A,1 year,16,50,6.49,772.25,66122,14.57,4794,50,1,85000,25200,Fully Paid
36 months,B3,B,8 years,16,76,9.75,565.84,220675,33,17809,76,2,56000,17600,Fully Paid
36 months,A2,A,2 years,16,32,6.49,122.58,365708,10.8,27403,34,0,80000,4000,Fully Paid
36 months,C5,C,10+ years,16,61.2,15.31,383,41070,14.53,3165,69,6,65000,11000,Fully Paid
36 months,B1,B,2 years,16,78.6,8.99,508.73,214451,28.03,10793,72,5,93000,16000,Fully Paid
36 months,A4,A,4 years,16,37.4,7.39,310.56,56333,10.66,2703,58,14,85000,10000,Fully Paid
36 months,B4,B,5 years,16,26.1,10.75,195.73,102594,26.57,4488,79,6,43000,6000,Charged Off
36 months,C4,C,5 years,16,77.9,14.46,182.33,36555,29.69,6425,88,5,31000,5300,Fully Paid
36 months,C1,C,1 year,16,60.6,12.74,738.52,206973,20.35,14960,68,6,63000,22000,Fully Paid
36 months,B3,B,5 years,16,23,10.49,324.98,68486,12.21,4535,66,3,45000,10000,Fully Paid
60 months,C4,C,10+ years,16,71.2,14.49,823.31,474393,16.27,36362,58,5,135000,35000,Fully Paid
36 months,B2,B,10+ years,16,54.4,9.49,480.43,393540,34.52,29271,38,0,76000,15000,Fully Paid
36 months,D1,D,10+ years,16,54.3,16.99,712.96,110476,32.01,6701,48,7,92193,20000,Charged Off
60 months,F2,F,5 years,16,88.2,23.13,545.52,951217,29.26,69572,79,4,180000,19300,Fully Paid
36 months,A2,A,2 years,16,31.2,6.49,153.23,168403,11.6,12331,61,3,30000,5000,Fully Paid
36 months,B5,B,10+ years,16,6.7,11.47,824.05,748872,13.56,33731,11,6,200000,25000,Fully Paid
36 months,C4,C,10+ years,16,61.8,14.46,516.03,160901,20.43,7970,75,10,60000,15000,Fully Paid
36 months,B4,B,10+ years,16,18.7,10.75,489.31,155365,17.64,2986,36,7,120000,15000,Fully Paid
36 months,B2,B,1 year,16,15.2,9.16,111.56,43024,17.73,2869,47,3,35000,3500,Fully Paid
36 months,B4,B,,16,38.9,11.44,164.74,51525,22.29,2707,116,2,21000,5000,Charged Off
36 months,B5,B,10+ years,16,63.8,11.48,391.48,255208,26.18,15869,50,4,50000,11875,Charged Off
36 months,A5,A,10+ years,16,34.5,7.89,782.15,199500,28.7,5837,41,9,110000,25000,Fully Paid
36 months,A5,A,,16,18.3,7.89,156.43,24844,28.15,592,19,0,16839,5000,Fully Paid
60 months,F3,F,8 years,16,51,26.99,477.79,302960,29.91,19351,66,15,50000,15650,Charged Off
36 months,E4,E,10+ years,16,44,24.99,180.89,229059,34.71,18855,49,3,37000,4550,Late (31-120 days)
60 months,C3,C,10+ years,16,66.7,13.99,558.32,276400,21.88,14990,66,6,98000,24000,Charged Off
36 months,B3,B,10+ years,16,71.2,10.49,487.47,188719,20.4,14658,86,3,66300,15000,Fully Paid
60 months,C3,C,1 year,16,81.7,13.67,808.42,180826,24.01,16692,58,3,95000,35000,Fully Paid
36 months,A3,A,5 years,16,49.4,7.59,199.35,334058,8.82,23964,49,7,75000,6400,Fully Paid
36 months,A2,A,10+ years,16,9.6,6.49,429.03,98418,11.55,1478,10,15,83000,14000,Fully Paid
60 months,A4,A,6 years,16,24.1,7.39,239.83,279874,8.94,10838,51,5,65000,12000,Fully Paid
36 months,A2,A,10+ years,16,32.7,6.99,308.73,34982,5.04,3405,49,2,78000,10000,Fully Paid
60 months,B4,B,10+ years,16,43.1,10.75,605.31,136898,28.03,4098,49,5,75000,28000,Fully Paid
36 months,B3,B,10+ years,16,82.8,9.75,482.25,568929,35.8,17215,84,2,89000,15000,Fully Paid
36 months,A2,A,8 years,16,20,6.99,493.97,46800,10.21,2138,37,4,72000,16000,Fully Paid
36 months,A2,A,1 year,16,20.7,6.99,345.78,61754,11.99,1813,47,13,96000,11200,Fully Paid
36 months,B5,B,4 years,16,71.9,11.48,280.22,133100,23.39,6486,73,1,105000,8500,Fully Paid
36 months,A1,A,3 years,16,16,5.32,511.96,323428,12.93,12410,39,6,110000,17000,Fully Paid
36 months,A1,A,10+ years,16,58.6,5.32,252.97,199853,23.82,9798,53,7,96179,8400,Fully Paid
36 months,C1,C,10+ years,16,45.2,12.79,322.5,25566,13.07,1055,37,7,50000,9600,Fully Paid
36 months,A2,A,1 year,16,38.6,6.49,306.45,21000,3.83,1157,39,2,85000,10000,Charged Off
36 months,A4,A,5 years,16,24.7,7.39,869.57,680548,25.57,23012,54,9,160000,28000,Fully Paid
36 months,C5,C,8 years,16,74.9,15.31,181.06,17800,6.59,1904,75,5,65000,5200,Fully Paid
36 months,B4,B,3 years,16,17,10.75,208.78,57298,12,1476,34,10,60000,6400,Fully Paid
36 months,B5,B,1 year,16,49.8,11.49,329.72,122347,10.24,15126,75,3,72000,10000,Fully Paid
36 months,C2,C,5 years,16,48.8,13.49,542.89,44856,11.03,3364,75,9,102500,16000,Fully Paid
36 months,B5,B,9 years,16,19.4,11.48,395.6,67300,20.42,594,19,7,29000,12000,Fully Paid
36 months,B2,B,10+ years,16,61.7,9.17,255.04,40200,13.88,1465,47,3,105000,8000,Fully Paid
36 months,B1,B,1 year,16,76.4,8.39,630.34,347794,17.4,25999,78,5,150000,20000,Fully Paid
36 months,B1,B,10+ years,16,55.3,8.39,642.94,185990,21.84,8399,60,4,89000,20400,Charged Off
